5,13,0.52
5,19,0.76
5,12,0.48
5,15,0.6
5,15,0.6
5,11,0.44
5,16,0.64
5,17,0.68
5,14,0.56
5,14,0.56
5,19,0.76
5,15,0.6
5,12,0.48
5,13,0.52
5,16,0.64
5,11,0.44
5,11,0.44
5,11,0.44
5,17,0.68
5,15,0.6
5,13,0.52
5,17,0.68
5,16,0.64
5,13,0.52
5,14,0.56
5,16,0.64
5,19,0.76
5,14,0.56
5,15,0.6
5,19,0.76
5,16,0.64
5,12,0.48
5,14,0.56
5,17,0.68
5,17,0.68
5,18,0.72
5,18,0.72
5,16,0.64
5,16,0.64
5,15,0.6
5,16,0.64
5,17,0.68
5,13,0.52
5,13,0.52
5,15,0.6
5,18,0.72
5,12,0.48
5,13,0.52
5,15,0.6
5,16,0.64
5,10,0.4
5,12,0.48
5,15,0.6
5,13,0.52
5,12,0.48
5,17,0.68
5,13,0.52
5,17,0.68
5,15,0.6
5,20,0.8
5,18,0.72
5,14,0.56
5,13,0.52
5,16,0.64
5,16,0.64
5,12,0.48
5,16,0.64
5,19,0.76
5,15,0.6
5,17,0.68
5,12,0.48
5,13,0.52
5,18,0.72
5,17,0.68
5,15,0.6
5,15,0.6
5,16,0.64
5,20,0.8
5,15,0.6
5,15,0.6
5,14,0.56
5,16,0.64
5,18,0.72
5,10,0.4
5,19,0.76
5,11,0.44
5,16,0.64
5,14,0.56
5,13,0.52
5,18,0.72
5,18,0.72
5,16,0.64
5,9,0.36
5,12,0.48
5,10,0.4
5,14,0.56
5,13,0.52
5,14,0.56
5,13,0.52
5,18,0.72
5,14,0.56
5,17,0.68
5,19,0.76
5,17,0.68
5,14,0.56
5,14,0.56
5,17,0.68
5,16,0.64
5,12,0.48
5,8,0.32
5,17,0.68
5,14,0.56
5,15,0.6
5,20,0.8
5,16,0.64
5,13,0.52
5,20,0.8
5,13,0.52
5,17,0.68
5,17,0.68
5,18,0.72
5,9,0.36
5,10,0.4
5,17,0.68
5,12,0.48
5,16,0.64
5,18,0.72
5,15,0.6
5,14,0.56
5,15,0.6
5,11,0.44
5,11,0.44
5,12,0.48
5,16,0.64
5,9,0.36
5,16,0.64
5,16,0.64
5,15,0.6
5,14,0.56
5,16,0.64
5,18,0.72
5,14,0.56
5,19,0.76
5,11,0.44
5,15,0.6
5,13,0.52
5,18,0.72
5,13,0.52
5,16,0.64
5,14,0.56
6,17,0.472222
6,28,0.777778
6,24,0.666667
6,16,0.444444
6,22,0.611111
6,16,0.444444
6,19,0.527778
6,28,0.777778
6,24,0.666667
6,23,0.638889
6,23,0.638889
6,16,0.444444
6,25,0.694444
6,18,0.5
6,22,0.611111
6,22,0.611111
6,19,0.527778
6,25,0.694444
6,24,0.666667
6,25,0.694444
6,27,0.75
6,22,0.611111
6,18,0.5
6,22,0.611111
6,28,0.777778
6,25,0.694444
6,21,0.583333
6,26,0.722222
6,19,0.527778
6,23,0.638889
6,27,0.75
6,26,0.722222
6,21,0.583333
6,22,0.611111
6,25,0.694444
6,20,0.555556
6,22,0.611111
6,15,0.416667
6,23,0.638889
6,25,0.694444
6,22,0.611111
6,20,0.555556
6,21,0.583333
6,18,0.5
6,17,0.472222
6,20,0.555556
6,26,0.722222
6,19,0.527778
6,17,0.472222
6,20,0.555556
6,21,0.583333
6,29,0.805556
6,19,0.527778
6,17,0.472222
6,18,0.5
6,20,0.555556
6,17,0.472222
6,24,0.666667
6,27,0.75
6,24,0.666667
6,21,0.583333
6,29,0.805556
6,20,0.555556
6,23,0.638889
6,23,0.638889
6,23,0.638889
6,21,0.583333
6,22,0.611111
6,15,0.416667
6,20,0.555556
6,23,0.638889
6,21,0.583333
6,23,0.638889
6,23,0.638889
6,24,0.666667
6,23,0.638889
6,16,0.444444
6,16,0.444444
6,19,0.527778
6,19,0.527778
6,22,0.611111
6,23,0.638889
6,19,0.527778
6,18,0.5
6,20,0.555556
6,18,0.5
6,22,0.611111
6,20,0.555556
6,21,0.583333
6,16,0.444444
6,24,0.666667
6,26,0.722222
6,23,0.638889
6,19,0.527778
6,21,0.583333
6,22,0.611111
6,17,0.472222
6,18,0.5
6,18,0.5
6,23,0.638889
6,22,0.611111
6,18,0.5
6,21,0.583333
6,25,0.694444
6,13,0.361111
6,24,0.666667
6,17,0.472222
6,17,0.472222
6,21,0.583333
6,29,0.805556
6,20,0.555556
6,18,0.5
6,20,0.555556
6,19,0.527778
6,17,0.472222
6,26,0.722222
6,20,0.555556
6,19,0.527778
6,19,0.527778
6,28,0.777778
6,18,0.5
6,19,0.527778
6,21,0.583333
6,21,0.583333
6,23,0.638889
6,22,0.611111
6,23,0.638889
6,25,0.694444
6,24,0.666667
6,24,0.666667
6,19,0.527778
6,25,0.694444
6,21,0.583333
6,18,0.5
6,15,0.416667
6,19,0.527778
6,19,0.527778
6,21,0.583333
6,16,0.444444
6,22,0.611111
6,18,0.5
6,19,0.527778
6,28,0.777778
6,22,0.611111
6,23,0.638889
6,23,0.638889
6,23,0.638889
6,21,0.583333
6,27,0.75
6,20,0.555556
7,33,0.673469
7,30,0.612245
7,27,0.55102
7,27,0.55102
7,24,0.489796
7,29,0.591837
7,23,0.469388
7,31,0.632653
7,31,0.632653
7,30,0.612245
7,33,0.673469
7,27,0.55102
7,31,0.632653
7,33,0.673469
7,28,0.571429
7,26,0.530612
7,24,0.489796
7,35,0.714286
7,35,0.714286
7,28,0.571429
7,31,0.632653
7,33,0.673469
7,35,0.714286
7,29,0.591837
7,37,0.755102
7,34,0.693878
7,28,0.571429
7,31,0.632653
7,29,0.591837
7,29,0.591837
7,39,0.795918
7,37,0.755102
7,40,0.816327
7,25,0.510204
7,29,0.591837
7,34,0.693878
7,28,0.571429
7,32,0.653061
7,35,0.714286
7,31,0.632653
7,29,0.591837
7,30,0.612245
7,27,0.55102
7,24,0.489796
7,31,0.632653
7,33,0.673469
7,35,0.714286
7,30,0.612245
7,30,0.612245
7,28,0.571429
7,31,0.632653
7,32,0.653061
7,25,0.510204
7,33,0.673469
7,38,0.77551
7,25,0.510204
7,24,0.489796
7,33,0.673469
7,27,0.55102
7,37,0.755102
7,29,0.591837
7,21,0.428571
7,29,0.591837
7,24,0.489796
7,24,0.489796
7,30,0.612245
7,34,0.693878
7,25,0.510204
7,27,0.55102
7,36,0.734694
7,26,0.530612
7,21,0.428571
7,30,0.612245
7,23,0.469388
7,31,0.632653
7,23,0.469388
7,30,0.612245
7,39,0.795918
7,25,0.510204
7,24,0.489796
7,24,0.489796
7,31,0.632653
7,28,0.571429
7,31,0.632653
7,35,0.714286
7,30,0.612245
7,25,0.510204
